,realization,node,resistance,metric,max_level,avg_level
0,0,6965,0.25,6,1,-0.9956
1,0,6965,0.5,6,1,-0.9956
2,0,6965,0.75,6,1,-0.9956
3,0,6965,1.0,6,1,-0.9956
4,0,2934,0.25,6,1,-0.9978
5,0,2934,0.5,6,1,-0.9978
6,0,2934,0.75,6,1,-0.9978
7,0,2934,1.0,6,1,-0.9978
8,0,9917,0.25,12,1,-0.9954
9,0,9917,0.5,12,1,-0.9954
10,0,9917,0.75,12,1,-0.9954
11,0,9917,1.0,12,1,-0.9954
12,0,9373,0.25,12,1,-0.9966
13,0,9373,0.5,12,1,-0.9966
14,0,9373,0.75,12,1,-0.9966
15,0,9373,1.0,12,1,-0.9966
16,0,640,0.25,11,1,-0.9959
17,0,640,0.5,11,1,-0.9959
18,0,640,0.75,11,1,-0.9959
19,0,640,1.0,11,1,-0.9959
20,0,6470,0.25,8,1,-0.996
21,0,6470,0.5,8,1,-0.996
22,0,6470,0.75,8,1,-0.996
23,0,6470,1.0,8,1,-0.996
24,0,1527,0.25,7,1,-0.9949
25,0,1527,0.5,7,1,-0.9949
26,0,1527,0.75,7,1,-0.9949
27,0,1527,1.0,7,1,-0.9949
28,0,9229,0.25,7,1,-0.9975
29,0,9229,0.5,7,1,-0.9975
30,0,9229,0.75,7,1,-0.9975
31,0,9229,1.0,7,1,-0.9975
32,0,6356,0.25,4,1,-0.9976
33,0,6356,0.5,4,1,-0.9976
34,0,6356,0.75,4,1,-0.9976
35,0,6356,1.0,4,1,-0.9976
36,0,8648,0.25,7,1,-0.9969
37,0,8648,0.5,7,1,-0.9969
38,0,8648,0.75,7,1,-0.9969
39,0,8648,1.0,7,1,-0.9969
40,0,8070,0.25,8,1,-0.9976
41,0,8070,0.5,8,1,-0.9976
42,0,8070,0.75,8,1,-0.9976
43,0,8070,1.0,8,1,-0.9976
44,0,3350,0.25,6,1,-0.9962
45,0,3350,0.5,6,1,-0.9962
46,0,3350,0.75,6,1,-0.9962
47,0,3350,1.0,6,1,-0.9962
48,0,3802,0.25,8,1,-0.997
49,0,3802,0.5,8,1,-0.997
50,0,3802,0.75,8,1,-0.997
51,0,3802,1.0,8,1,-0.997
52,0,8394,0.25,11,1,-0.9965
53,0,8394,0.5,11,1,-0.9965
54,0,8394,0.75,11,1,-0.9965
55,0,8394,1.0,11,1,-0.9965
56,0,548,0.25,11,1,-0.9967
57,0,548,0.5,11,1,-0.9967
58,0,548,0.75,11,1,-0.9967
59,0,548,1.0,11,1,-0.9967
60,0,5050,0.25,6,1,-0.9972
61,0,5050,0.5,6,1,-0.9972
62,0,5050,0.75,6,1,-0.9972
63,0,5050,1.0,6,1,-0.9972
