resistance,metric,max_level,avg_level
0.25,7.50434,0.99282,-0.9738600200000355
0.5,7.50434,0.99282,-0.9738600200000355
0.75,7.50434,0.99282,-0.9738600200000355
1.0,7.50434,0.99282,-0.9738600200000355
