resistance,metric,max_level,avg_level
0.25,5000.0,1.0584,0.14916696000000007
0.5,4999.8956,2.451,0.20616616000000007
0.75,4257.7302,1.0272,0.15699891999999985
1.0,4257.4576,0.957,0.14850848000000003
