resistance,metric,max_level,avg_level
0.25,11.72214,0.99928,-0.9506726600000212
0.5,11.72214,0.99928,-0.9506726600000212
0.75,11.72214,0.99928,-0.9506726600000212
1.0,11.72214,0.99928,-0.9506726600000212
