resistance,metric,max_level,avg_level
0.25,5000.0,1.6654,0.2826345600000004
0.5,4597.0696,9.7586,1.4982710800000008
0.75,3721.0002,1.0014,0.25592187999999955
1.0,3720.9986,1.0,0.2558002799999995
