resistance,metric,max_level,avg_level
0.25,10000.0,2.9824,0.6215466999999992
0.5,6188.6334,1.0024,0.3782109400000008
0.75,6188.631,1.0,0.3778817000000008
1.0,6188.631,1.0,0.3778817000000008
