,realization,node,resistance,metric,max_level,avg_level
0,0,3395,0.25,341,1,-0.7729
1,0,3395,0.5,341,1,-0.7729
2,0,3395,0.75,341,1,-0.7729
3,0,3395,1.0,341,1,-0.7729
4,0,2547,0.25,314,1,-0.8132
5,0,2547,0.5,314,1,-0.8132
6,0,2547,0.75,314,1,-0.8132
7,0,2547,1.0,314,1,-0.8132
8,0,4071,0.25,242,1,-0.8604
9,0,4071,0.5,242,1,-0.8604
10,0,4071,0.75,242,1,-0.8604
11,0,4071,1.0,242,1,-0.8604
12,0,753,0.25,311,1,-0.8021
13,0,753,0.5,311,1,-0.8021
14,0,753,0.75,311,1,-0.8021
15,0,753,1.0,311,1,-0.8021
16,0,4029,0.25,268,1,-0.7934
17,0,4029,0.5,268,1,-0.7934
18,0,4029,0.75,268,1,-0.7934
19,0,4029,1.0,268,1,-0.7934
20,0,5441,0.25,320,1,-0.7912
21,0,5441,0.5,320,1,-0.7912
22,0,5441,0.75,320,1,-0.7912
23,0,5441,1.0,320,1,-0.7912
24,0,1198,0.25,307,1,-0.7923
25,0,1198,0.5,307,1,-0.7923
26,0,1198,0.75,307,1,-0.7923
27,0,1198,1.0,307,1,-0.7923
28,0,4204,0.25,298,1,-0.7948
29,0,4204,0.5,298,1,-0.7948
30,0,4204,0.75,298,1,-0.7948
31,0,4204,1.0,298,1,-0.7948
32,0,8097,0.25,303,1,-0.8289
33,0,8097,0.5,303,1,-0.8289
34,0,8097,0.75,303,1,-0.8289
35,0,8097,1.0,303,1,-0.8289
36,0,987,0.25,281,1,-0.7959
37,0,987,0.5,281,1,-0.7959
38,0,987,0.75,281,1,-0.7959
39,0,987,1.0,281,1,-0.7959
40,0,2489,0.25,294,1,-0.8516
41,0,2489,0.5,294,1,-0.8516
42,0,2489,0.75,294,1,-0.8516
43,0,2489,1.0,294,1,-0.8516
44,0,5789,0.25,294,1,-0.797
45,0,5789,0.5,294,1,-0.797
46,0,5789,0.75,294,1,-0.797
47,0,5789,1.0,294,1,-0.797
48,0,7089,0.25,279,1,-0.8629
49,0,7089,0.5,279,1,-0.8629
50,0,7089,0.75,279,1,-0.8629
51,0,7089,1.0,279,1,-0.8629
52,0,4492,0.25,341,1,-0.7849
53,0,4492,0.5,341,1,-0.7849
54,0,4492,0.75,341,1,-0.7849
55,0,4492,1.0,341,1,-0.7849
56,0,4018,0.25,333,1,-0.7829
57,0,4018,0.5,333,1,-0.7829
58,0,4018,0.75,333,1,-0.7829
59,0,4018,1.0,333,1,-0.7829
60,0,8380,0.25,344,1,-0.783
61,0,8380,0.5,344,1,-0.783
62,0,8380,0.75,344,1,-0.783
63,0,8380,1.0,344,1,-0.783
64,0,4925,0.25,319,1,-0.7791
65,0,4925,0.5,319,1,-0.7791
66,0,4925,0.75,319,1,-0.7791
67,0,4925,1.0,319,1,-0.7791
68,0,7199,0.25,315,1,-0.7941
69,0,7199,0.5,315,1,-0.7941
70,0,7199,0.75,315,1,-0.7941
71,0,7199,1.0,315,1,-0.7941
72,0,9844,0.25,306,1,-0.8198
73,0,9844,0.5,306,1,-0.8198
74,0,9844,0.75,306,1,-0.8198
75,0,9844,1.0,306,1,-0.8198
76,0,6373,0.25,306,1,-0.7918
77,0,6373,0.5,306,1,-0.7918
78,0,6373,0.75,306,1,-0.7918
79,0,6373,1.0,306,1,-0.7918
80,0,9830,0.25,331,1,-0.8379
81,0,9830,0.5,331,1,-0.8379
82,0,9830,0.75,331,1,-0.8379
83,0,9830,1.0,331,1,-0.8379
84,0,5126,0.25,326,1,-0.7992
85,0,5126,0.5,326,1,-0.7992
86,0,5126,0.75,326,1,-0.7992
87,0,5126,1.0,326,1,-0.7992
88,0,714,0.25,304,1,-0.7902
89,0,714,0.5,304,1,-0.7902
90,0,714,0.75,304,1,-0.7902
91,0,714,1.0,304,1,-0.7902
92,0,9612,0.25,276,1,-0.7936
93,0,9612,0.5,276,1,-0.7936
94,0,9612,0.75,276,1,-0.7936
95,0,9612,1.0,276,1,-0.7936
96,0,3066,0.25,313,1,-0.8415
97,0,3066,0.5,313,1,-0.8415
98,0,3066,0.75,313,1,-0.8415
99,0,3066,1.0,313,1,-0.8415
100,0,220,0.25,172,1,-0.8868
101,0,220,0.5,172,1,-0.8868
102,0,220,0.75,172,1,-0.8868
103,0,220,1.0,172,1,-0.8868
104,0,5315,0.25,249,1,-0.8685
