resistance,metric,max_level,avg_level
0.25,1075.25,1.0,0.017270239999999947
0.5,1075.25,1.0,0.017270239999999947
0.75,1075.25,1.0,0.017270239999999947
1.0,1075.25,1.0,0.017270239999999947
