resistance,metric,max_level,avg_level
0.25,4.21018,0.87044,-0.9979340360000853
0.5,4.21018,0.87044,-0.9979340360000853
0.75,4.21018,0.87044,-0.9979340360000853
1.0,4.21018,0.87044,-0.9979340360000853
