,realization,node,resistance,metric,max_level,avg_level
0,0,238,0.25,9,1,-0.9967
1,0,238,0.5,9,1,-0.9967
2,0,238,0.75,9,1,-0.9967
3,0,238,1.0,9,1,-0.9967
4,0,1910,0.25,12,1,-0.9952
5,0,1910,0.5,12,1,-0.9952
6,0,1910,0.75,12,1,-0.9952
7,0,1910,1.0,12,1,-0.9952
8,0,1907,0.25,14,1,-0.9958
9,0,1907,0.5,14,1,-0.9958
10,0,1907,0.75,14,1,-0.9958
11,0,1907,1.0,14,1,-0.9958
12,0,3539,0.25,8,1,-0.9972
13,0,3539,0.5,8,1,-0.9972
14,0,3539,0.75,8,1,-0.9972
15,0,3539,1.0,8,1,-0.9972
16,0,5965,0.25,8,1,-0.9966
17,0,5965,0.5,8,1,-0.9966
18,0,5965,0.75,8,1,-0.9966
19,0,5965,1.0,8,1,-0.9966
20,0,3194,0.25,8,1,-0.9952
21,0,3194,0.5,8,1,-0.9952
22,0,3194,0.75,8,1,-0.9952
23,0,3194,1.0,8,1,-0.9952
24,0,7455,0.25,6,1,-0.9984
25,0,7455,0.5,6,1,-0.9984
26,0,7455,0.75,6,1,-0.9984
27,0,7455,1.0,6,1,-0.9984
28,0,4156,0.25,6,1,-0.9976
29,0,4156,0.5,6,1,-0.9976
30,0,4156,0.75,6,1,-0.9976
31,0,4156,1.0,6,1,-0.9976
32,0,9513,0.25,10,1,-0.9956
33,0,9513,0.5,10,1,-0.9956
34,0,9513,0.75,10,1,-0.9956
35,0,9513,1.0,10,1,-0.9956
36,0,7588,0.25,7,1,-0.9969
37,0,7588,0.5,7,1,-0.9969
38,0,7588,0.75,7,1,-0.9969
39,0,7588,1.0,7,1,-0.9969
40,0,1944,0.25,9,1,-0.9951
41,0,1944,0.5,9,1,-0.9951
42,0,1944,0.75,9,1,-0.9951
43,0,1944,1.0,9,1,-0.9951
44,0,9512,0.25,12,1,-0.9966
45,0,9512,0.5,12,1,-0.9966
46,0,9512,0.75,12,1,-0.9966
47,0,9512,1.0,12,1,-0.9966
48,0,5332,0.25,9,1,-0.9965
49,0,5332,0.5,9,1,-0.9965
50,0,5332,0.75,9,1,-0.9965
51,0,5332,1.0,9,1,-0.9965
52,0,4640,0.25,10,1,-0.996
53,0,4640,0.5,10,1,-0.996
54,0,4640,0.75,10,1,-0.996
55,0,4640,1.0,10,1,-0.996
56,0,296,0.25,5,1,-0.9971
57,0,296,0.5,5,1,-0.9971
58,0,296,0.75,5,1,-0.9971
59,0,296,1.0,5,1,-0.9971
60,0,3402,0.25,6,1,-0.9966
61,0,3402,0.5,6,1,-0.9966
62,0,3402,0.75,6,1,-0.9966
63,0,3402,1.0,6,1,-0.9966
64,0,5064,0.25,12,1,-0.9956
65,0,5064,0.5,12,1,-0.9956
66,0,5064,0.75,12,1,-0.9956
67,0,5064,1.0,12,1,-0.9956
68,0,1104,0.25,12,1,-0.9962
69,0,1104,0.5,12,1,-0.9962
70,0,1104,0.75,12,1,-0.9962
71,0,1104,1.0,12,1,-0.9962
72,0,8070,0.25,14,1,-0.9962
73,0,8070,0.5,14,1,-0.9962
74,0,8070,0.75,14,1,-0.9962
75,0,8070,1.0,14,1,-0.9962
76,0,8741,0.25,6,1,-0.998
77,0,8741,0.5,6,1,-0.998
78,0,8741,0.75,6,1,-0.998
79,0,8741,1.0,6,1,-0.998
80,0,640,0.25,6,1,-0.9978
81,0,640,0.5,6,1,-0.9978
82,0,640,0.75,6,1,-0.9978
83,0,640,1.0,6,1,-0.9978
84,0,8521,0.25,8,1,-0.9958
85,0,8521,0.5,8,1,-0.9958
86,0,8521,0.75,8,1,-0.9958
87,0,8521,1.0,8,1,-0.9958
88,0,4533,0.25,11,1,-0.9967
89,0,4533,0.5,11,1,-0.9967
90,0,4533,0.75,11,1,-0.9967
91,0,4533,1.0,11,1,-0.9967
92,0,4975,0.25,6,1,-0.9978
93,0,4975,0.5,6,1,-0.9978
94,0,4975,0.75,6,1,-0.9978
95,0,4975,1.0,6,1,-0.9978
96,0,922,0.25,8,1,-0.9968
97,0,922,0.5,8,1,-0.9968
98,0,922,0.75,8,1,-0.9968
99,0,922,1.0,8,1,-0.9968
100,0,2273,0.25,4,1,-0.9994
101,0,2273,0.5,4,1,-0.9994
102,0,2273,0.75,4,1,-0.9994
