resistance,metric,max_level,avg_level
0.25,7.36732,0.99146,-0.9746604000000405
0.5,7.36732,0.99146,-0.9746604000000405
0.75,7.36732,0.99146,-0.9746604000000405
1.0,7.36732,0.99146,-0.9746604000000405
