resistance,metric,max_level,avg_level
0.25,8.64902,0.99804,-0.9934720760000454
0.5,8.64902,0.99804,-0.9934720760000454
0.75,8.64902,0.99804,-0.9934720760000454
1.0,8.64902,0.99804,-0.9934720760000454
