resistance,metric,max_level,avg_level
0.25,1.6338,0.1298,-0.9998044599999366
0.5,1.6338,0.1298,-0.9998044599999366
0.75,1.6338,0.1298,-0.9998044599999366
1.0,1.6338,0.1298,-0.9998044599999366
