resistance,metric,max_level,avg_level
0.25,1000.0,1.04252,0.15323012000000422
0.5,999.69388,2.30158,0.2175261800000057
0.75,847.6218,0.9939,0.15783780000000386
1.0,847.52626,0.9458,0.152473740000004
