resistance,metric,max_level,avg_level
0.25,9.1792,0.9996,-0.9964759999999966
0.5,9.1792,0.9996,-0.9964759999999966
0.75,9.1792,0.9996,-0.9964759999999966
1.0,9.1792,0.9996,-0.9964759999999966
