resistance,metric,max_level,avg_level
0.25,8.3006,0.998,-0.9969338999999964
0.5,8.3006,0.998,-0.9969338999999964
0.75,8.3006,0.998,-0.9969338999999964
1.0,8.3006,0.998,-0.9969338999999964
