resistance,metric,max_level,avg_level
0.25,29.7813,1.0,-0.8474217000000152
0.5,29.7813,1.0,-0.8474217000000152
0.75,29.7813,1.0,-0.8474217000000152
1.0,29.7813,1.0,-0.8474217000000152
