resistance,metric,max_level,avg_level
0.25,10000.0,1.6594,0.2757764599999991
0.5,9270.268,10.1944,1.5027680399999976
0.75,7493.3858,1.0,0.2506613799999992
1.0,7493.3858,1.0,0.2506613799999992
