,realization,node,resistance,metric,max_level,avg_level
0,0,199,0.25,35,1,-0.977
1,0,199,0.5,35,1,-0.977
2,0,199,0.75,35,1,-0.977
3,0,199,1.0,35,1,-0.977
4,0,3907,0.25,28,1,-0.9704
5,0,3907,0.5,28,1,-0.9704
6,0,3907,0.75,28,1,-0.9704
7,0,3907,1.0,28,1,-0.9704
8,0,1313,0.25,17,1,-0.9842
9,0,1313,0.5,17,1,-0.9842
10,0,1313,0.75,17,1,-0.9842
11,0,1313,1.0,17,1,-0.9842
12,0,784,0.25,23,1,-0.9734
13,0,784,0.5,23,1,-0.9734
14,0,784,0.75,23,1,-0.9734
15,0,784,1.0,23,1,-0.9734
16,0,1132,0.25,21,1,-0.9718
17,0,1132,0.5,21,1,-0.9718
18,0,1132,0.75,21,1,-0.9718
19,0,1132,1.0,21,1,-0.9718
20,0,128,0.25,21,1,-0.9734
21,0,128,0.5,21,1,-0.9734
22,0,128,0.75,21,1,-0.9734
23,0,128,1.0,21,1,-0.9734
24,0,284,0.25,24,1,-0.972
25,0,284,0.5,24,1,-0.972
26,0,284,0.75,24,1,-0.972
27,0,284,1.0,24,1,-0.972
28,0,886,0.25,36,1,-0.9732
29,0,886,0.5,36,1,-0.9732
30,0,886,0.75,36,1,-0.9732
31,0,886,1.0,36,1,-0.9732
32,0,2629,0.25,26,1,-0.9756
33,0,2629,0.5,26,1,-0.9756
34,0,2629,0.75,26,1,-0.9756
35,0,2629,1.0,26,1,-0.9756
36,0,64,0.25,29,1,-0.9686
37,0,64,0.5,29,1,-0.9686
38,0,64,0.75,29,1,-0.9686
39,0,64,1.0,29,1,-0.9686
40,0,3726,0.25,20,1,-0.9812
41,0,3726,0.5,20,1,-0.9812
42,0,3726,0.75,20,1,-0.9812
43,0,3726,1.0,20,1,-0.9812
44,0,4934,0.25,27,1,-0.9702
45,0,4934,0.5,27,1,-0.9702
46,0,4934,0.75,27,1,-0.9702
47,0,4934,1.0,27,1,-0.9702
48,0,2366,0.25,29,1,-0.969
