resistance,metric,max_level,avg_level
0.25,1000.0,2.88164,0.6260968800000065
0.5,618.93958,1.0063,0.3781642200000015
0.75,618.93328,1.0004,0.3774064200000013
1.0,618.93288,1.0,0.3773833600000013
