resistance,metric,max_level,avg_level
0.25,1.64928,0.13268,-0.9996051599999376
0.5,1.64928,0.13268,-0.9996051599999376
0.75,1.64928,0.13268,-0.9996051599999376
1.0,1.64928,0.13268,-0.9996051599999376
