resistance,metric,max_level,avg_level
0.25,25.4514,1.0,-0.973425720000002
0.5,25.4514,1.0,-0.973425720000002
0.75,25.4514,1.0,-0.973425720000002
1.0,25.4514,1.0,-0.973425720000002
