resistance,metric,max_level,avg_level
0.25,10000.0,1.0692,0.15140929999999952
0.5,9999.8752,2.547,0.20957974000000004
0.75,8492.9718,1.0298,0.15954875999999935
1.0,8492.5632,0.9566,0.15074367999999944
