resistance,node,metric,max_level,avg_level
0.25,47,139.34,1.0,-0.8330680000000001
0.25,107,145.42,1.0,-0.8262999999999998
0.25,132,146.18,1.0,-0.8276360000000003
0.25,146,147.04,1.0,-0.8323520000000001
0.25,197,142.36,1.0,-0.8328399999999999
0.25,200,146.88,1.0,-0.8265599999999997
0.25,239,142.44,1.0,-0.8313839999999999
0.25,253,142.18,1.0,-0.8366119999999998
0.25,259,143.1,1.0,-0.8292839999999999
0.25,348,142.78,1.0,-0.8305239999999999
0.25,363,143.72,1.0,-0.8238079999999997
0.25,561,145.5,1.0,-0.8305479999999997
0.25,732,137.92,1.0,-0.8390240000000001
0.25,737,142.42,1.0,-0.8313240000000001
0.25,780,147.24,1.0,-0.8267920000000001
0.25,785,142.4,1.0,-0.8301999999999998
0.25,815,151.96,1.0,-0.8211279999999997
0.25,845,150.14,1.0,-0.8173720000000002
0.25,888,141.28,1.0,-0.8379360000000002
0.25,1092,147.38,1.0,-0.8284920000000001
0.25,1128,142.46,1.0,-0.8300200000000002
0.25,1137,145.28,1.0,-0.826288
0.25,1164,149.16,1.0,-0.830784
0.25,1201,149.5,1.0,-0.8222520000000002
0.25,1208,145.74,1.0,-0.8254359999999998
0.25,1220,148.68,1.0,-0.8210640000000002
0.25,1262,152.58,1.0,-0.816596
0.25,1323,142.08,1.0,-0.8307040000000001
0.25,1375,143.7,1.0,-0.829548
0.25,1433,150.44,1.0,-0.8272160000000003
0.25,1455,140.74,1.0,-0.8304840000000003
0.25,1554,152.48,1.0,-0.8190080000000005
0.25,1574,144.4,1.0,-0.830432
0.25,1673,137.68,1.0,-0.843832
0.25,1807,148.08,1.0,-0.8251920000000001
0.25,1946,135.72,1.0,-0.839024
0.25,2029,144.84,1.0,-0.82836
0.25,2103,150.14,1.0,-0.8184839999999999
0.25,2245,141.84,1.0,-0.8298320000000001
0.25,2250,150.26,1.0,-0.8217639999999997
0.25,2311,142.26,1.0,-0.8294279999999997
0.25,2337,143.78,1.0,-0.8334999999999999
0.25,2370,148.46,1.0,-0.8221959999999998
0.25,2476,142.04,1.0,-0.8349599999999998
0.25,2528,144.84,1.0,-0.8264240000000003
0.25,2618,150.92,1.0,-0.8265839999999999
0.25,2646,145.92,1.0,-0.828752
0.25,2671,144.08,1.0,-0.8250240000000001
0.25,2682,143.1,1.0,-0.8306200000000001
0.25,2758,142.16,1.0,-0.8342239999999999
0.25,2775,145.18,1.0,-0.8310840000000002
0.25,2891,149.12,1.0,-0.8235519999999997
0.25,2957,141.26,1.0,-0.8343240000000001
0.25,2980,149.7,1.0,-0.823388
0.25,2985,143.92,1.0,-0.8294879999999999
0.25,2999,147.68,1.0,-0.8229999999999998
0.25,3207,145.28,1.0,-0.8392399999999999
0.25,3209,143.18,1.0,-0.8261320000000002
0.25,3219,143.26,1.0,-0.828372
0.25,3241,145.52,1.0,-0.8235760000000001
0.25,3271,145.2,1.0,-0.8241200000000001
0.25,3313,145.68,1.0,-0.8268960000000001
0.25,3324,139.92,1.0,-0.8326239999999998
0.25,3333,145.14,1.0,-0.8310679999999999
0.25,3430,146.82,1.0,-0.82526
0.25,3448,145.2,1.0,-0.8295039999999999
0.25,3500,141.3,1.0,-0.8326519999999998
0.25,3503,147.2,1.0,-0.8284240000000003
0.25,3667,145.72,1.0,-0.827048
0.25,3705,150.42,1.0,-0.8198759999999997
0.25,3740,144.06,1.0,-0.8241479999999997
0.25,3830,145.86,1.0,-0.8302039999999999
0.25,3897,141.5,1.0,-0.833684
0.25,3928,141.38,1.0,-0.8337000000000003
0.25,3938,150.36,1.0,-0.818824
0.25,3945,143.04,1.0,-0.8304639999999999
0.25,3972,145.66,1.0,-0.8203239999999999
0.25,4055,138.62,1.0,-0.8407319999999998
0.25,4116,143.9,1.0,-0.8366120000000001
0.25,4117,145.04,1.0,-0.8335279999999998
0.25,4156,138.38,1.0,-0.83742
0.25,4163,141.24,1.0,-0.833168
0.25,4237,144.96,1.0,-0.832528
0.25,4255,141.44,1.0,-0.8306880000000001
0.25,4316,145.2,1.0,-0.8309840000000004
0.25,4330,144.52,1.0,-0.8225200000000003
0.25,4376,143.0,1.0,-0.830784
0.25,4407,145.56,1.0,-0.8200800000000001
0.25,4463,148.38,1.0,-0.8228359999999998
0.25,4576,139.68,1.0,-0.8407519999999999
0.25,4616,148.04,1.0,-0.8197040000000001
0.25,4631,142.1,1.0,-0.8365079999999999
0.25,4671,147.66,1.0,-0.8263879999999999
0.25,4675,145.98,1.0,-0.826172
0.25,4690,151.46,1.0,-0.8247719999999997
0.25,4801,139.64,1.0,-0.8384320000000001
0.25,4880,144.22,1.0,-0.827604
0.25,4893,146.98,1.0,-0.8224440000000002
0.25,4937,139.42,1.0,-0.8314679999999999
0.5,47,139.34,1.0,-0.8330680000000001
0.5,107,145.42,1.0,-0.8262999999999998
0.5,132,146.18,1.0,-0.8276360000000003
0.5,146,147.04,1.0,-0.8323520000000001
0.5,197,142.36,1.0,-0.8328399999999999
0.5,200,146.88,1.0,-0.8265599999999997
0.5,239,142.44,1.0,-0.8313839999999999
0.5,253,142.18,1.0,-0.8366119999999998
0.5,259,143.1,1.0,-0.8292839999999999
0.5,348,142.78,1.0,-0.8305239999999999
0.5,363,143.72,1.0,-0.8238079999999997
0.5,561,145.5,1.0,-0.8305479999999997
0.5,732,137.92,1.0,-0.8390240000000001
0.5,737,142.42,1.0,-0.8313240000000001
0.5,780,147.24,1.0,-0.8267920000000001
0.5,785,142.4,1.0,-0.8301999999999998
0.5,815,151.96,1.0,-0.8211279999999997
0.5,845,150.14,1.0,-0.8173720000000002
0.5,888,141.28,1.0,-0.8379360000000002
0.5,1092,147.38,1.0,-0.8284920000000001
0.5,1128,142.46,1.0,-0.8300200000000002
0.5,1137,145.28,1.0,-0.826288
0.5,1164,149.16,1.0,-0.830784
0.5,1201,149.5,1.0,-0.8222520000000002
0.5,1208,145.74,1.0,-0.8254359999999998
0.5,1220,148.68,1.0,-0.8210640000000002
0.5,1262,152.58,1.0,-0.816596
0.5,1323,142.08,1.0,-0.8307040000000001
0.5,1375,143.7,1.0,-0.829548
0.5,1433,150.44,1.0,-0.8272160000000003
0.5,1455,140.74,1.0,-0.8304840000000003
0.5,1554,152.48,1.0,-0.8190080000000005
0.5,1574,144.4,1.0,-0.830432
0.5,1673,137.68,1.0,-0.843832
0.5,1807,148.08,1.0,-0.8251920000000001
0.5,1946,135.72,1.0,-0.839024
0.5,2029,144.84,1.0,-0.82836
0.5,2103,150.14,1.0,-0.8184839999999999
0.5,2245,141.84,1.0,-0.8298320000000001
0.5,2250,150.26,1.0,-0.8217639999999997
0.5,2311,142.26,1.0,-0.8294279999999997
0.5,2337,143.78,1.0,-0.8334999999999999
0.5,2370,148.46,1.0,-0.8221959999999998
0.5,2476,142.04,1.0,-0.8349599999999998
0.5,2528,144.84,1.0,-0.8264240000000003
0.5,2618,150.92,1.0,-0.8265839999999999
0.5,2646,145.92,1.0,-0.828752
0.5,2671,144.08,1.0,-0.8250240000000001
0.5,2682,143.1,1.0,-0.8306200000000001
0.5,2758,142.16,1.0,-0.8342239999999999
0.5,2775,145.18,1.0,-0.8310840000000002
0.5,2891,149.12,1.0,-0.8235519999999997
0.5,2957,141.26,1.0,-0.8343240000000001
0.5,2980,149.7,1.0,-0.823388
0.5,2985,143.92,1.0,-0.8294879999999999
0.5,2999,147.68,1.0,-0.8229999999999998
0.5,3207,145.28,1.0,-0.8392399999999999
0.5,3209,143.18,1.0,-0.8261320000000002
0.5,3219,143.26,1.0,-0.828372
0.5,3241,145.52,1.0,-0.8235760000000001
0.5,3271,145.2,1.0,-0.8241200000000001
0.5,3313,145.68,1.0,-0.8268960000000001
0.5,3324,139.92,1.0,-0.8326239999999998
0.5,3333,145.14,1.0,-0.8310679999999999
0.5,3430,146.82,1.0,-0.82526
0.5,3448,145.2,1.0,-0.8295039999999999
0.5,3500,141.3,1.0,-0.8326519999999998
0.5,3503,147.2,1.0,-0.8284240000000003
0.5,3667,145.72,1.0,-0.827048
0.5,3705,150.42,1.0,-0.8198759999999997
0.5,3740,144.06,1.0,-0.8241479999999997
0.5,3830,145.86,1.0,-0.8302039999999999
0.5,3897,141.5,1.0,-0.833684
0.5,3928,141.38,1.0,-0.8337000000000003
0.5,3938,150.36,1.0,-0.818824
0.5,3945,143.04,1.0,-0.8304639999999999
0.5,3972,145.66,1.0,-0.8203239999999999
0.5,4055,138.62,1.0,-0.8407319999999998
0.5,4116,143.9,1.0,-0.8366120000000001
0.5,4117,145.04,1.0,-0.8335279999999998
0.5,4156,138.38,1.0,-0.83742
0.5,4163,141.24,1.0,-0.833168
0.5,4237,144.96,1.0,-0.832528
0.5,4255,141.44,1.0,-0.8306880000000001
0.5,4316,145.2,1.0,-0.8309840000000004
0.5,4330,144.52,1.0,-0.8225200000000003
0.5,4376,143.0,1.0,-0.830784
0.5,4407,145.56,1.0,-0.8200800000000001
0.5,4463,148.38,1.0,-0.8228359999999998
0.5,4576,139.68,1.0,-0.8407519999999999
0.5,4616,148.04,1.0,-0.8197040000000001
0.5,4631,142.1,1.0,-0.8365079999999999
0.5,4671,147.66,1.0,-0.8263879999999999
0.5,4675,145.98,1.0,-0.826172
0.5,4690,151.46,1.0,-0.8247719999999997
0.5,4801,139.64,1.0,-0.8384320000000001
0.5,4880,144.22,1.0,-0.827604
0.5,4893,146.98,1.0,-0.8224440000000002
0.5,4937,139.42,1.0,-0.8314679999999999
0.75,47,139.34,1.0,-0.8330680000000001
0.75,107,145.42,1.0,-0.8262999999999998
0.75,132,146.18,1.0,-0.8276360000000003
0.75,146,147.04,1.0,-0.8323520000000001
0.75,197,142.36,1.0,-0.8328399999999999
0.75,200,146.88,1.0,-0.8265599999999997
0.75,239,142.44,1.0,-0.8313839999999999
