resistance,metric,max_level,avg_level
0.25,289.7362,1.0,-0.8247313399999994
0.5,289.7362,1.0,-0.8247313399999994
0.75,289.7362,1.0,-0.8247313399999994
1.0,289.7362,1.0,-0.8247313399999994
