resistance,metric,max_level,avg_level
0.25,144.7924,1.0,-0.8287591999999991
0.5,144.7924,1.0,-0.8287591999999991
0.75,144.7924,1.0,-0.8287591999999991
1.0,144.7924,1.0,-0.8287591999999991
