resistance,node,metric,max_level,avg_level
0.25,1,5000.0,1.08,0.16124799999999997
0.25,18,5000.0,1.0,0.15432800000000002
0.25,36,5000.0,1.08,0.16327999999999998
0.25,37,5000.0,1.14,0.16040400000000005
0.25,123,5000.0,1.18,0.16532800000000003
0.25,148,5000.0,1.02,0.13975599999999996
0.25,158,5000.0,1.16,0.17363199999999995
0.25,170,5000.0,1.18,0.17961200000000002
0.25,205,5000.0,1.06,0.141064
0.25,305,5000.0,1.08,0.155524
0.25,328,5000.0,0.98,0.12618400000000002
0.25,452,5000.0,1.06,0.15659999999999996
0.25,592,5000.0,1.02,0.137592
0.25,601,5000.0,1.18,0.175624
0.25,618,5000.0,0.98,0.12350400000000002
0.25,629,5000.0,1.08,0.14681999999999998
0.25,640,5000.0,0.98,0.12462800000000002
0.25,727,5000.0,1.12,0.15098
0.25,733,5000.0,1.04,0.13343199999999997
0.25,741,5000.0,1.12,0.16744
0.25,781,5000.0,1.02,0.141328
0.25,881,5000.0,1.04,0.14678799999999997
0.25,927,5000.0,1.0,0.13562399999999994
0.25,933,5000.0,1.04,0.14802400000000004
0.25,1120,5000.0,1.04,0.12886000000000003
0.25,1126,5000.0,1.16,0.18919600000000003
0.25,1133,5000.0,1.04,0.138852
0.25,1136,5000.0,1.0,0.15299199999999996
0.25,1168,5000.0,1.06,0.14794000000000002
0.25,1323,5000.0,1.12,0.16655599999999995
0.25,1433,5000.0,1.14,0.169516
0.25,1447,5000.0,1.06,0.16494399999999998
0.25,1484,5000.0,1.0,0.126584
0.25,1520,5000.0,1.08,0.157568
0.25,1588,5000.0,1.14,0.16818000000000002
0.25,1603,5000.0,1.1,0.158328
0.25,1637,5000.0,1.02,0.12986399999999998
0.25,1723,5000.0,1.08,0.17379999999999995
0.25,1730,5000.0,1.08,0.16380400000000006
0.25,1946,5000.0,1.04,0.12145199999999999
0.25,1962,5000.0,1.12,0.17390799999999992
0.25,2025,5000.0,1.06,0.16189599999999998
0.25,2051,5000.0,1.0,0.14374800000000004
0.25,2096,5000.0,1.06,0.15552000000000002
0.25,2131,5000.0,1.16,0.174392
0.25,2140,5000.0,1.1,0.16479599999999997
0.25,2160,5000.0,1.08,0.154812
0.25,2264,5000.0,1.04,0.15446000000000004
0.25,2274,5000.0,0.98,0.151996
0.25,2314,5000.0,1.08,0.13457600000000003
0.25,2341,5000.0,1.0,0.128016
0.25,2354,5000.0,0.9,0.10390399999999998
0.25,2411,5000.0,1.08,0.12682400000000002
0.25,2426,5000.0,1.0,0.14894
0.25,2474,5000.0,1.08,0.15911600000000004
0.25,2623,5000.0,0.96,0.148124
0.25,2701,5000.0,1.08,0.14318
0.25,2914,5000.0,0.98,0.135748
0.25,2921,5000.0,1.14,0.15798799999999996
0.25,2928,5000.0,1.02,0.13598400000000002
0.25,2936,5000.0,1.08,0.146196
0.25,2968,5000.0,1.08,0.16626399999999997
0.25,2980,5000.0,0.96,0.14500000000000005
0.25,3115,5000.0,1.12,0.15778799999999996
0.25,3146,5000.0,1.1,0.152636
0.25,3157,5000.0,1.0,0.13858399999999998
0.25,3444,5000.0,1.06,0.147012
0.25,3464,5000.0,1.06,0.137524
0.25,3578,5000.0,1.04,0.164104
0.25,3587,5000.0,0.96,0.12272400000000001
0.25,3620,5000.0,1.12,0.15848399999999996
0.25,3656,5000.0,0.96,0.13019199999999997
0.25,3799,5000.0,1.1,0.17475599999999997
0.25,3911,5000.0,1.12,0.145624
0.25,4048,5000.0,1.04,0.14819600000000002
0.25,4203,5000.0,1.06,0.14686800000000003
0.25,4214,5000.0,1.04,0.149528
0.25,4242,5000.0,1.1,0.15341599999999997
0.25,4307,5000.0,1.12,0.17716399999999996
0.25,4337,5000.0,1.1,0.16256400000000004
0.25,4524,5000.0,1.0,0.144344
0.25,4527,5000.0,1.08,0.14161999999999997
0.25,4580,5000.0,1.12,0.153384
0.25,4629,5000.0,1.1,0.15705199999999997
0.25,4684,5000.0,1.04,0.125088
0.25,4761,5000.0,1.06,0.125204
0.25,4770,5000.0,1.06,0.167104
0.25,4791,5000.0,1.04,0.150636
0.25,4800,5000.0,1.0,0.129592
0.25,4805,5000.0,1.0,0.13336400000000004
0.25,4843,5000.0,1.12,0.16043999999999997
0.25,4848,5000.0,1.06,0.15254400000000004
0.25,4867,5000.0,1.0,0.13287600000000002
0.25,4876,5000.0,0.98,0.13385599999999995
0.25,4907,5000.0,1.04,0.167952
0.25,4908,5000.0,1.06,0.13743999999999998
0.25,4960,5000.0,0.94,0.12758000000000003
0.25,4976,5000.0,1.04,0.130536
0.25,4980,5000.0,1.1,0.15344800000000003
0.25,4991,5000.0,1.06,0.14290400000000003
0.5,1,4999.94,2.56,0.22703999999999994
0.5,18,4999.96,2.46,0.219948
0.5,36,4999.9,2.6,0.2151199999999999
0.5,37,4999.92,2.64,0.23328
0.5,123,4999.88,2.56,0.24350800000000003
0.5,148,4999.88,2.44,0.19266399999999997
0.5,158,4999.92,2.64,0.24632800000000002
0.5,170,4999.92,2.68,0.263212
0.5,205,4999.84,2.38,0.19543599999999997
0.5,305,4999.88,2.58,0.22012800000000005
0.5,328,4999.88,2.28,0.168044
0.5,452,4999.9,2.58,0.22411600000000007
0.5,592,4999.94,2.36,0.183524
0.5,601,4999.88,2.66,0.24550799999999998
0.5,618,4999.96,2.26,0.16392800000000002
0.5,629,4999.86,2.44,0.211608
0.5,640,4999.86,2.3,0.15992000000000003
0.5,727,4999.88,2.62,0.21557200000000004
0.5,733,4999.9,2.32,0.16804399999999997
0.5,741,4999.9,2.66,0.22718800000000008
0.5,781,4999.88,2.36,0.19560399999999994
0.5,881,4999.92,2.5,0.190196
0.5,927,4999.9,2.26,0.191936
0.5,933,4999.92,2.34,0.20536399999999994
0.5,1120,4999.92,2.3,0.17185999999999996
0.5,1126,4999.88,2.82,0.277448
0.5,1133,4999.92,2.38,0.19174000000000002
0.5,1136,4999.92,2.42,0.20449199999999998
0.5,1168,4999.86,2.46,0.19700399999999996
0.5,1323,4999.84,2.66,0.24087200000000003
0.5,1433,4999.86,2.64,0.25692399999999993
0.5,1447,4999.86,2.62,0.23213199999999992
0.5,1484,4999.9,2.3,0.161944
0.5,1520,4999.82,2.64,0.20904799999999998
0.5,1588,4999.96,2.52,0.24240000000000006
0.5,1603,4999.9,2.52,0.236148
0.5,1637,4999.94,2.34,0.16445999999999994
0.5,1723,4999.88,2.6,0.24186800000000003
0.5,1730,4999.92,2.54,0.22962799999999992
0.5,1946,4999.9,2.34,0.16101999999999997
0.5,1962,4999.84,2.7,0.256188
0.5,2025,4999.86,2.56,0.22189599999999995
0.5,2051,5000.0,2.28,0.19174400000000003
0.5,2096,4999.84,2.68,0.211684
0.5,2131,4999.86,2.62,0.24298400000000003
0.5,2140,4999.92,2.5,0.24256800000000006
0.5,2160,4999.98,2.48,0.21088
0.5,2264,4999.92,2.44,0.22108000000000005
0.5,2274,4999.84,2.4,0.19918000000000002
0.5,2314,4999.84,2.3,0.18895999999999996
0.5,2341,4999.86,2.22,0.17157999999999998
0.5,2354,4999.9,1.94,0.14024799999999998
0.5,2411,4999.86,2.34,0.16873999999999995
0.5,2426,4999.92,2.32,0.21725600000000003
0.5,2474,4999.96,2.52,0.22549999999999998
0.5,2623,4999.94,2.28,0.19613599999999998
0.5,2701,4999.9,2.36,0.19688399999999995
0.5,2914,4999.9,2.32,0.183416
0.5,2921,4999.88,2.58,0.2199720000000001
0.5,2928,4999.96,2.32,0.17917200000000005
0.5,2936,4999.9,2.44,0.2116
0.5,2968,4999.84,2.5,0.22377199999999997
0.5,2980,4999.92,2.34,0.19730400000000003
0.5,3115,4999.92,2.48,0.21154799999999996
0.5,3146,4999.8,2.52,0.21229599999999998
0.5,3157,4999.9,2.4,0.185404
0.5,3444,4999.82,2.42,0.21611600000000006
0.5,3464,4999.9,2.48,0.177408
0.5,3578,4999.96,2.54,0.23377199999999998
0.5,3587,4999.9,2.28,0.15730800000000003
0.5,3620,4999.92,2.52,0.21746400000000002
0.5,3656,4999.9,2.22,0.17232
0.5,3799,4999.86,2.76,0.245172
0.5,3911,4999.86,2.44,0.204484
0.5,4048,4999.9,2.3,0.20124800000000007
0.5,4203,4999.82,2.58,0.20488
0.5,4214,4999.96,2.36,0.205012
0.5,4242,4999.88,2.5,0.21860000000000002
0.5,4307,4999.84,2.74,0.24467199999999995
0.5,4337,4999.88,2.66,0.235036
0.5,4524,4999.88,2.42,0.18758800000000003
0.5,4527,4999.94,2.44,0.198676
0.5,4580,4999.94,2.38,0.23088
0.5,4629,4999.9,2.54,0.22006
0.5,4684,4999.88,2.3,0.16233999999999998
0.5,4761,4999.84,2.42,0.163552
0.5,4770,4999.88,2.64,0.23042400000000002
0.5,4791,4999.92,2.44,0.20993599999999998
0.5,4800,4999.84,2.28,0.1718
0.5,4805,4999.92,2.3,0.18098399999999998
0.5,4843,4999.94,2.38,0.236452
0.5,4848,4999.92,2.38,0.20930799999999994
0.5,4867,4999.86,2.36,0.17953200000000002
0.5,4876,4999.92,2.32,0.17285599999999995
0.5,4907,4999.9,2.72,0.224556
0.5,4908,4999.78,2.42,0.17753999999999995
0.5,4960,4999.98,2.1,0.18156000000000003
0.5,4976,4999.96,2.18,0.18346
0.5,4980,4999.92,2.48,0.21295999999999995
0.5,4991,4999.88,2.38,0.194464
0.75,1,4198.92,1.06,0.17095999999999992
0.75,18,4233.48,1.02,0.160128
0.75,36,4186.24,1.38,0.19908399999999996
0.75,37,4204.6,1.24,0.17871600000000004
0.75,123,4178.24,1.06,0.17636799999999997
0.75,148,4304.52,1.04,0.15121199999999996
0.75,158,4136.36,1.02,0.1788
0.75,170,4108.52,1.02,0.18305200000000002
0.75,205,4297.84,1.0,0.147044
0.75,305,4226.78,0.98,0.154644
0.75,328,4371.86,0.98,0.132292
0.75,452,4221.76,1.0,0.15989599999999995
0.75,592,4314.58,1.0,0.141076
0.75,601,4124.98,1.06,0.18039599999999992
0.75,618,4384.56,1.06,0.13980800000000002
0.75,629,4270.82,1.02,0.15639599999999998
0.75,640,4379.78,1.16,0.14824400000000001
0.75,727,4250.3,0.98,0.14994
0.75,733,4333.64,1.08,0.14450399999999997
0.75,741,4166.28,1.04,0.17569200000000001
0.75,781,4296.52,0.98,0.14367999999999997
0.75,881,4267.6,0.98,0.14948399999999995
0.75,927,4326.2,0.94,0.14050399999999993
0.75,933,4263.56,0.98,0.15479600000000002
0.75,1120,4358.18,1.04,0.13892800000000005
0.75,1126,4060.36,0.96,0.18792799999999998
0.75,1133,4309.02,0.96,0.13992399999999997
0.75,1136,4238.26,1.06,0.17029999999999995
0.75,1168,4262.26,1.02,0.154564
0.75,1323,4172.64,1.06,0.17399599999999998
0.75,1433,4159.8,0.98,0.170752
0.75,1447,4179.62,1.04,0.17011199999999999
0.75,1484,4368.1,1.1,0.14284399999999997
0.75,1520,4212.96,1.0,0.157408
0.75,1588,4163.88,1.06,0.181388
0.75,1603,4215.52,1.0,0.163248
0.75,1637,4352.68,1.02,0.1357
0.75,1723,4134.5,1.04,0.18747599999999995
0.75,1730,4185.42,1.08,0.17718399999999998
0.75,1946,4396.66,1.14,0.13892800000000002
0.75,1962,4138.32,1.1,0.18519999999999995
0.75,2025,4193.36,1.02,0.16826400000000002
0.75,2051,4282.42,0.96,0.14765600000000004
0.75,2096,4226.3,1.04,0.16240400000000005
0.75,2131,4131.52,1.02,0.17554000000000003
0.75,2140,4183.18,1.02,0.16819599999999998
0.75,2160,4228.48,0.98,0.157644
0.75,2264,4231.86,0.96,0.16034400000000001
0.75,2274,4241.38,0.94,0.154012
0.75,2314,4329.96,0.98,0.14057200000000003
0.75,2341,4361.9,1.0,0.133948
0.75,2354,4483.58,0.94,0.11252799999999998
0.75,2411,4368.62,1.1,0.137916
0.75,2426,4260.1,0.98,0.15626800000000002
0.75,2474,4208.52,1.04,0.165168
0.75,2623,4260.26,0.9,0.147948
0.75,2701,4287.06,1.04,0.153272
0.75,2914,4323.58,0.94,0.13848
0.75,2921,4213.64,1.06,0.16461599999999998
0.75,2928,4321.98,0.96,0.138164
0.75,2936,4274.6,1.0,0.14897600000000003
0.75,2968,4170.94,1.04,0.17222799999999994
0.75,2980,4276.06,0.9,0.14478800000000003
0.75,3115,4213.3,1.14,0.17554799999999993
0.75,3146,4240.72,1.06,0.16946800000000004
0.75,3157,4310.0,0.98,0.14178
0.75,3444,4272.3,1.0,0.15784
0.75,3464,4313.72,1.0,0.13725600000000002
0.75,3578,4184.8,1.12,0.18085599999999996
0.75,3587,4386.52,0.94,0.122696
0.75,3620,4211.08,1.04,0.16239599999999993
0.75,3656,4350.92,1.04,0.14599199999999998
0.75,3799,4128.82,1.02,0.180416
0.75,3911,4276.62,1.06,0.155808
0.75,4048,4261.74,1.02,0.161144
0.75,4203,4270.78,1.14,0.16306800000000002
0.75,4214,4255.62,1.02,0.16102000000000005
0.75,4242,4238.02,1.02,0.15433599999999997
0.75,4307,4118.46,1.1,0.19452399999999995
0.75,4337,4193.36,1.04,0.17025200000000001
0.75,4524,4280.14,1.02,0.15302799999999997
0.75,4527,4295.84,1.1,0.15918399999999996
0.75,4580,4240.62,0.96,0.151876
0.75,4629,4218.54,0.98,0.156292
0.75,4684,4375.98,1.02,0.130136
0.75,4761,4375.48,1.04,0.13186799999999999
0.75,4770,4168.86,0.98,0.168292
0.75,4791,4251.48,1.06,0.16305599999999998
0.75,4800,4354.82,1.04,0.14397600000000002
0.75,4805,4336.04,1.0,0.13975200000000002
0.75,4843,4203.36,1.04,0.16667999999999997
