resistance,metric,max_level,avg_level
0.25,2144.1394,1.0,0.01724914000000004
0.5,2144.1394,1.0,0.01724914000000004
0.75,2144.1394,1.0,0.01724914000000004
1.0,2144.1394,1.0,0.01724914000000004
