resistance,metric,max_level,avg_level
0.25,1000.0,1.62266,0.281946600000004
0.5,913.03942,8.2431,1.27088043999998
0.75,745.1004,1.00084,0.2550483400000011
1.0,745.09788,0.9986,0.25490164000000126
