resistance,metric,max_level,avg_level
0.25,8.02704,0.99602,-0.9941626960000538
0.5,8.02704,0.99602,-0.9941626960000538
0.75,8.02704,0.99602,-0.9941626960000538
1.0,8.02704,0.99602,-0.9941626960000538
