resistance,metric,max_level,avg_level
0.25,1.64548,0.13362,-0.9980286000004671
0.5,1.64548,0.13362,-0.9980286000004671
0.75,1.64548,0.13362,-0.9980286000004671
1.0,1.64548,0.13362,-0.9980286000004671
